"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"822","Gotta love Instagram accounts dedicated to the deletion or disabling of other accounts per user request. All throug<U+2026> https://t.co/K8xHq813qF",FALSE,0,NA,2019-01-17 14:36:41,TRUE,NA,"1085908773678374914",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ambiguouspilot",0,FALSE,FALSE,NA,NA
"823","@instagram  Fix my stuff it<U+2019>s annoying been 2 weeks",FALSE,0,"instagram",2019-01-17 14:36:38,FALSE,NA,"1085908761917644801","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_sw_x",0,FALSE,FALSE,NA,NA
"824","@instagram i need your help, please!!!",FALSE,0,"instagram",2019-01-17 14:36:36,FALSE,NA,"1085908753424228352","180505807","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maisumquealquer",0,FALSE,FALSE,NA,NA
"825","RT @george_clinton: Yo @instagram can you verify me with that blue check - please + thanks ...

And all of y'all FOLLOW my insta-GRAM ! it'<U+2026>",FALSE,0,NA,2019-01-17 14:35:53,FALSE,NA,"1085908571085262849",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PfunkRose",18,TRUE,FALSE,NA,NA
"826","RT @george_clinton: RT + FOLLOW my photogenic @Instagram + yo hey Instagram please verify my IG, IG, IG - somebody over there pick up the m<U+2026>",FALSE,0,NA,2019-01-17 14:35:45,FALSE,NA,"1085908536972988418",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PfunkRose",7,TRUE,FALSE,NA,NA
"827","RT @tousledpigtails: Just yelled @amazonecho to time my breastfeeding (including a side switch) of #2biglaw2baby so I could use free hand t<U+2026>",FALSE,0,NA,2019-01-17 14:35:39,FALSE,NA,"1085908514898305025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hatchbaby",1,TRUE,FALSE,NA,NA
"828","RT @jenhoverstad: In the #FyreFest to beat @netflix to release, it seems @hulu threw all sense of civility to the wind. Not only did @hulu<U+2026>",FALSE,0,NA,2019-01-17 14:34:45,FALSE,NA,"1085908285209796610",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","marcagawith",11,TRUE,FALSE,NA,NA
"829","New Report Looks at the Growth of Influencer Marketing on @instagram 

#Influencers #Influencemarketing<U+2026> https://t.co/OUkAEQPmJk",FALSE,0,NA,2019-01-17 14:34:09,TRUE,NA,"1085908135066431489",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ResponseMktg",0,FALSE,FALSE,NA,NA
"830","@bryanminear @instagram Yea, I think any company has to evolve and change and do something different or else they b<U+2026> https://t.co/dMvP4FAcMV",FALSE,1,"bryanminear",2019-01-17 14:33:56,TRUE,"1085706451618689026","1085908079793692673","25119456","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","the_gris",0,FALSE,FALSE,NA,NA
"831","@instagram My account is down. I am getting the following message: {""message"": ""Please wait a few minutes before yo<U+2026> https://t.co/FNdLrv4zxi",FALSE,0,"instagram",2019-01-17 14:33:49,TRUE,NA,"1085908050215485440","180505807","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","preetha_1987",0,FALSE,FALSE,NA,NA
"832","RT @FightIntercept: This @instagram 10 year comparison thing that<U+2019>s gone super viral the past few days is very suspicious. Don<U+2019>t be surpris<U+2026>",FALSE,0,NA,2019-01-17 14:33:41,FALSE,NA,"1085908019442003970",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DStandridge92",2,TRUE,FALSE,NA,NA
"833","RT @_MohitChauhan: Hey guys! Thought I'd let you know. Am not on #instagram and just found that some one is pretending to be me there and h<U+2026>",FALSE,0,NA,2019-01-17 14:33:34,FALSE,NA,"1085907988232032257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ankajk",8,TRUE,FALSE,NA,NA
"834","RT @cjarzyna: I<U+2019>m convinced @instagram doesn<U+2019>t understand the meaning of a fan account. No one is impersonating anyone. Let us support our<U+2026>",FALSE,0,NA,2019-01-17 14:33:22,FALSE,NA,"1085907939427110912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","85_ritika",142,TRUE,FALSE,NA,NA
"835","RT @dxnielodu: Happy to be part of the @Instagram community <U+0001F917><U+0001F49A> https://t.co/gMYGoz5f1c",FALSE,0,NA,2019-01-17 14:32:35,FALSE,NA,"1085907741053378561",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","i_bukkzxx",54,TRUE,FALSE,NA,NA
"836","@JoelMaciej @instagram Yeah I know it's a pain to be fair",FALSE,1,"JoelMaciej",2019-01-17 14:31:52,FALSE,"1085903407737643014","1085907562191556613","575659470","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RMcCallisterr",0,FALSE,FALSE,NA,NA
"837","@scribblesuicide @instagram <U+2018>Copyright are very important to us<U+2019> <U+0001F602><U+0001F602>",FALSE,0,"scribblesuicide",2019-01-17 14:31:48,FALSE,"1085863510469496832","1085907546257453056","61578465","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JessicaxAnn__",0,FALSE,FALSE,NA,NA
"838","RT @ArkansasEDC: Mahershala Ali from @HBO @TrueDetective posted on @instagram, ""Never have I witnessed a group of people work with such lov<U+2026>",FALSE,0,NA,2019-01-17 14:31:48,FALSE,NA,"1085907544361574401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WTCArkansas",5,TRUE,FALSE,NA,NA
"839","What kind of people allow children to be bullied?! @facebook and @instagram that's who!",FALSE,0,NA,2019-01-17 14:31:20,FALSE,NA,"1085907428292550658",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","InformallyHip",0,FALSE,FALSE,NA,NA
"840","@StephKHOU @HoustonMarathon @instagram Hey Steph! GM

I hope that if you run , you  be the first to cross the finis<U+2026> https://t.co/7BFX5nGyIf",FALSE,1,"StephKHOU",2019-01-17 14:31:06,TRUE,"1085265771683610626","1085907366514573322","84124647","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PaulaClifton10",0,FALSE,FALSE,NA,NA
"841","RT @johnnyorlando: stop deleting fan accounts, please @instagram. they are the reason i love the platform so much, why are you doing this t<U+2026>",FALSE,0,NA,2019-01-17 14:30:53,FALSE,NA,"1085907315507613696",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Ranarajwa3",1210,TRUE,FALSE,NA,NA
"842","I<U+2019>M TIRED OF THE DISRESPECT @instagram!!!!!!! Get it tf together https://t.co/lQ5ReN5I2E",FALSE,0,NA,2019-01-17 14:29:46,FALSE,NA,"1085907031804981248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","riharrih",0,FALSE,FALSE,NA,NA
"843","Hello @facebook @instagram could you please help this man to reactivate his facebook page and instagram id. https://t.co/hqyNdGTrEY",FALSE,4,NA,2019-01-17 14:29:32,FALSE,NA,"1085906974003220484",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sonwariuk",0,FALSE,FALSE,NA,NA
"844","#100JahreFrauenwahlrecht is back! On January 19, 1919, German women were allowed to vote and stand for election for<U+2026> https://t.co/ka9GdtZj3n",FALSE,1,NA,2019-01-17 14:29:09,TRUE,NA,"1085906878205448192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sabinedevins",0,FALSE,FALSE,NA,NA
"845","@facebook and @instagram disabled MY account for defending myself against #cyberbullying but did nothingto the bully. Who's the real bully?!",FALSE,0,"facebook",2019-01-17 14:29:01,FALSE,NA,"1085906842654396420","2425151","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","InformallyHip",0,FALSE,FALSE,NA,NA
"846","RT @_MohitChauhan: Hey guys! Thought I'd let you know. Am not on #instagram and just found that some one is pretending to be me there and h<U+2026>",FALSE,0,NA,2019-01-17 14:28:57,FALSE,NA,"1085906825810243584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JemmaRajyaguru",8,TRUE,FALSE,NA,NA
"847","@mykectown @instagram Disgusting",FALSE,0,"mykectown",2019-01-17 14:28:23,FALSE,"1085669347316645888","1085906683543592960","47101750","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Name60154423",0,FALSE,FALSE,NA,NA
"848","@instagram and @facebook are #bossbullies and allow grown men to harass children and get away w it",FALSE,0,"instagram",2019-01-17 14:27:52,FALSE,NA,"1085906556565082113","180505807","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","InformallyHip",0,FALSE,FALSE,NA,NA
"849","@instagram @instagram please?",FALSE,0,"PlastNorge",2019-01-17 14:27:49,FALSE,"1083683183609159681","1085906543609032704","1044470738718269440","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PlastNorge",0,FALSE,FALSE,NA,NA
"850","@ArtustBBQ @DivaQBBQ @instagram @TraegerGrills @devonwoodsmoke @UKBBQweek @RGCHertford @alfresco_chef I swear someo<U+2026> https://t.co/ZOwPkCWYNW",FALSE,4,"ArtustBBQ",2019-01-17 14:27:34,TRUE,"1085868169686929410","1085906479503142912","1595646204","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","silverbackgrill",0,FALSE,FALSE,NA,NA
"851","RT @instagram: Fashion fades, but polka dots are forever. #WHPinspiredby https://t.co/OysznrInc6 https://t.co/ojxSJV0LP0",FALSE,0,NA,2019-01-17 14:27:28,FALSE,NA,"1085906455205621762",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","logam_hitam",127,TRUE,FALSE,NA,NA
