"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"263","RT @nnamdi_onyeoma: @IykeOkafor7 @NkirukaNistoran @facebook BECAUSE OF #BIAFRA ISSUE FACEBOOK BLOCKED MY FACEBOOK ACCOUNT TWO TIMES AND TIL<U+2026>",FALSE,0,NA,2019-01-17 18:15:25,FALSE,NA,"1085963819447406594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IpobHannover",6,TRUE,FALSE,NA,NA
"264","RT @Lugey6: If you had any doubt that @facebook wants to shut down dissenting voices - this is their current tactic. I probably wont get pi<U+2026>",FALSE,0,NA,2019-01-17 18:15:17,FALSE,NA,"1085963786438234112",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teepeecariad",576,TRUE,FALSE,NA,NA
"265","@facebook finally stepping up its game game against fake news.  Russia isn't going to be happy #socialmedia<U+2026> https://t.co/NGgGLMgrgl",FALSE,0,"facebook",2019-01-17 18:15:14,TRUE,NA,"1085963773586870272","2425151","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","edgytimes",0,FALSE,FALSE,NA,NA
"266","Vilifying tech biggies like @facebook at every opportunity has become the new cool. The organization's official sta<U+2026> https://t.co/QwXVlJLCtc",FALSE,0,NA,2019-01-17 18:15:09,TRUE,NA,"1085963751755374592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ipshitanandi",0,FALSE,FALSE,NA,NA
"267","RT @StephMcMahon: I am so excited to be included in @facebook's first U.S. podcast alongside @garyvee talking entrepreneurship, technology<U+2026>",FALSE,0,NA,2019-01-17 18:15:08,FALSE,NA,"1085963749800833024",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AnnieWsb",121,TRUE,FALSE,NA,NA
"268","RT @IykeOkafor7: @nnamdi_onyeoma @NkirukaNistoran @facebook @Facebook U guys should mind ur business and stop this ur double face undergrou<U+2026>",FALSE,0,NA,2019-01-17 18:15:08,FALSE,NA,"1085963748773425155",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OsitaIdechukwu4",9,TRUE,FALSE,NA,NA
"269","RT @facebook: @nxthompson The 10 year challenge is a user-generated meme that started on its own, without our involvement. It<U+2019>s evidence of<U+2026>",FALSE,0,NA,2019-01-17 18:14:53,FALSE,NA,"1085963685909032960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sinhuebaez",135,TRUE,FALSE,NA,NA
"270","@facebook has tried to censor me today after I posted on their website last night that Adolf Hitler was the origina<U+2026> https://t.co/UIQtw0Msl7",FALSE,0,"facebook",2019-01-17 18:14:46,TRUE,NA,"1085963654883880961","2425151","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jackdhoward99",0,FALSE,FALSE,NA,NA
"271","RT @Leavers_Britain: .@Facebook has yet to restore access to our Facebook page to our director &amp; remove any fraud admins. We will be making<U+2026>",FALSE,0,NA,2019-01-17 18:14:40,FALSE,NA,"1085963628996644864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HOBBITZOMBIE",77,TRUE,FALSE,NA,NA
"272","Regrettably, we will be launching legal action against @facebook if they fail to comply with their own Ts&amp;Cs as wel<U+2026> https://t.co/kUWdMiXfQe",FALSE,60,NA,2019-01-17 18:14:26,TRUE,NA,"1085963571404648449",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Leavers_Britain",22,FALSE,FALSE,NA,NA
"273","RT @EU_ENV: A 1,000 times THANK YOU to our 1,000 followers on #Instagram! <U+0001F60D> 

Do you know all our social media accounts? 

 <U+0001F929> @Facebook: ht<U+2026>",FALSE,0,NA,2019-01-17 18:13:42,FALSE,NA,"1085963387245342721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gillesdoignon",4,TRUE,FALSE,NA,NA
"274","@facebook yo Facebook I got blocked out my own account the other day and despite many attempts I can<U+2019>t recover it!<U+2026> https://t.co/bdMKZpcM6c",FALSE,0,"facebook",2019-01-17 18:13:32,TRUE,NA,"1085963347000999936","2425151","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoelBakerMusic",0,FALSE,FALSE,NA,NA
"275","RT @Joshua52438407: @UndefinedSide @aytgh @Ampemusicos @iPolicy @kibokari @EagyptM @Jamie_Foxworthy @SabbathLover199 @MirceaKitsune @tweets<U+2026>",FALSE,0,NA,2019-01-17 18:13:14,FALSE,NA,"1085963268512985088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joshua52438407",2,TRUE,FALSE,NA,NA
"276","@xijingping @PutinRF @washingtonpost @uriminzok @nbc @DerSPIEGEL @lemondefr @CNN @MSNBC @realDonaldTrump @Twitter<U+2026> https://t.co/RDyBMHVRSv",FALSE,0,"chachomanopapa",2019-01-17 18:12:14,TRUE,"1085961419550588928","1085963017181949952","108951721","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","chachomanopapa",0,FALSE,FALSE,NA,NA
"277","RT @Leavers_Britain: .@Facebook has yet to restore access to our Facebook page to our director &amp; remove any fraud admins. We will be making<U+2026>",FALSE,0,NA,2019-01-17 18:12:03,FALSE,NA,"1085962973905108993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Henry44857029",77,TRUE,FALSE,NA,NA
"278","RT @tuckerdalebooth: Just deactivated my @facebook page (Again!) I was totally done with FarceBook last time I shut it down but #TDBMusic r<U+2026>",FALSE,0,NA,2019-01-17 18:11:56,FALSE,NA,"1085962941449494528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tuckerdalebooth",2,TRUE,FALSE,NA,NA
"279","@UndefinedSide @aytgh @Ampemusicos @iPolicy @kibokari @EagyptM @Jamie_Foxworthy @SabbathLover199 @MirceaKitsune<U+2026> https://t.co/4XgifwuNGi",FALSE,1,"UndefinedSide",2019-01-17 18:11:42,TRUE,"1085447950426349568","1085962884599951365","910190129624551425","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joshua52438407",2,FALSE,FALSE,NA,NA
"280","RT @HarlequinBooks: Happy Cover Thursday! We're excited to share more of our upcoming releases with you via @facebook ! https://t.co/W4gICR<U+2026>",FALSE,0,NA,2019-01-17 18:10:57,FALSE,NA,"1085962695092916225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoriLFoster",1,TRUE,FALSE,NA,NA
"281","@BuzzFeed @YouTube @facebook @Patreon 
Keep denying services based on differing beliefs. Lets see how long it takes<U+2026> https://t.co/pD2TuxnW8y",FALSE,0,"BuzzFeed",2019-01-17 18:10:55,TRUE,NA,"1085962685748051968","5695632","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NorseCrow",0,FALSE,FALSE,NA,NA
"282","An interesting move by @Facebook  as it shuts hundreds of Russia-linked pages, accounts in an effort to combat<U+2026> https://t.co/QerMdL4kM2",FALSE,0,NA,2019-01-17 18:10:45,TRUE,NA,"1085962645042327552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_Fuzz74",0,FALSE,FALSE,NA,NA
"283","@SkipMcLazy @aagon @Twitter @facebook The other one",FALSE,0,"SkipMcLazy",2019-01-17 18:10:33,FALSE,"1085927049250758657","1085962596220633089","18438720","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KjelPeterson",0,FALSE,FALSE,NA,NA
"284","RT @McFaul: Well done @facebook .
But obviously the Russian government disinformation war against the US and its allies continues. https://<U+2026>",FALSE,0,NA,2019-01-17 18:10:30,FALSE,NA,"1085962584073949184",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Penny_G",77,TRUE,FALSE,NA,NA
"285","@facebook this is unacceptable!@<U+0001F447><U+0001F447><U+0001F447><U+0001F447> https://t.co/PgreRxxho7",FALSE,0,"facebook",2019-01-17 18:10:30,FALSE,NA,"1085962580500406272","2425151","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","erichards24",0,FALSE,FALSE,NA,NA
"286","@WJBRfm can u guys conduct your quizzes, riddles and 5k giveaway on @Twitter like you do on @facebook",FALSE,0,"WJBRfm",2019-01-17 18:10:17,FALSE,NA,"1085962529220816903","78900966","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sdakshi",0,FALSE,FALSE,NA,NA
"287","RT @IykeOkafor7: @nnamdi_onyeoma @NkirukaNistoran @facebook @Facebook U guys should mind ur business and stop this ur double face undergrou<U+2026>",FALSE,0,NA,2019-01-17 18:10:07,FALSE,NA,"1085962485142900736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","bamanalist",9,TRUE,FALSE,NA,NA
"288","RT @nnamdi_onyeoma: @IykeOkafor7 @NkirukaNistoran @facebook BECAUSE OF #BIAFRA ISSUE FACEBOOK BLOCKED MY FACEBOOK ACCOUNT TWO TIMES AND TIL<U+2026>",FALSE,0,NA,2019-01-17 18:09:48,FALSE,NA,"1085962406487035907",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","bamanalist",6,TRUE,FALSE,NA,NA
"289","RT @Mentortpain: @NkirukaNistoran @facebook They said it...and Nigeria didn't show concerns..I pray BIAFRA will be restored.",FALSE,0,NA,2019-01-17 18:09:43,FALSE,NA,"1085962384378871810",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okechukwuNabob",37,TRUE,FALSE,NA,NA
"290","RT @OluebubeChinwe: @NkirukaNistoran @facebook Fb is working for zoo government, bt soon, Biafra will create d one dats bigger dan fb. Yeye<U+2026>",FALSE,0,NA,2019-01-17 18:09:42,FALSE,NA,"1085962381853896710",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okechukwuNabob",48,TRUE,FALSE,NA,NA
"291","RT @Emmanue38983031: @NkirukaNistoran @facebook Fb is bias..I agree totally with that,they don't live up to expectations especially when bl<U+2026>",FALSE,0,NA,2019-01-17 18:09:41,FALSE,NA,"1085962377345024002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","okechukwuNabob",47,TRUE,FALSE,NA,NA
"292","RT @Leavers_Britain: .@Facebook has yet to restore access to our Facebook page to our director &amp; remove any fraud admins. We will be making<U+2026>",FALSE,0,NA,2019-01-17 18:09:38,FALSE,NA,"1085962366246899714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThomasC35813096",77,TRUE,FALSE,NA,NA
"293","RT @RentalProperty8: This studio opposite Fibbers advertised on @facebook for 4 people at <U+20AC>375pm each. 2 obviously have to bedshare. The ki<U+2026>",FALSE,0,NA,2019-01-17 18:09:00,FALSE,NA,"1085962202857828353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dualireland",7,TRUE,FALSE,NA,NA
"294","RT @DrKelaHenry: Tonight's topic @facebook How to talk to your daughter about sexual abuse. Inappropriate behavior often times from men clo<U+2026>",FALSE,0,NA,2019-01-17 18:08:50,FALSE,NA,"1085962161208332288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KeyMediaPR",1,TRUE,FALSE,NA,NA
"295",".@facebook robert.hunt.792 is STILL banned by Conservatives with nothing being done by facebook. Conservatives FALS<U+2026> https://t.co/f8zQArhQS5",FALSE,0,NA,2019-01-17 18:08:40,TRUE,NA,"1085962122301980672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gideon_an",0,FALSE,FALSE,NA,NA
"296","@facebook Why do you restrict people who are on a closed group and speak the truth?",FALSE,0,"facebook",2019-01-17 18:08:25,FALSE,NA,"1085962059358060544","2425151","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","StuartBenSmith",0,FALSE,FALSE,NA,NA
"297","Tonight's topic @facebook How to talk to your daughter about sexual abuse. Inappropriate behavior often times from<U+2026> https://t.co/L58GgzTv8f",FALSE,0,NA,2019-01-17 18:08:19,TRUE,NA,"1085962032887808000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DrKelaHenry",1,FALSE,FALSE,NA,NA
"298","At the time, I didn<U+2019>t feel qualified for the job I had, let alone the jobs I<U+2019>ve had since. Ten years later, I<U+2019>ve ha<U+2026> https://t.co/XxkoukNciW",FALSE,4,"mollie",2019-01-17 18:08:18,TRUE,"1085961484906180609","1085962030132183040","17852401","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mollie",1,FALSE,FALSE,NA,NA
